title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3,hasFemaleDirector,hasFemaleWriter,primaryDirGender,primaryWriterGender
THE MATADOR,2005,365485.0,11050,1,6.7,46445.0,96,Comedy,Crime,Thriller,0,0,M,M
Nanny McPhee,2005,396752.0,11139,0,6.6,85678.0,97,Comedy,Family,Fantasy,0,1,M,F
"Magic of Ordinary Days, The",2005,406046.0,11182,3,7.5,6120.0,98,Drama,,,0,1,M,F
"Upside of Anger, The",2005,365885.0,11304,3,6.8,23040.0,118,Comedy,Drama,,0,0,M,M
Idiocracy,2006,387808.0,10,1,6.5,183680.0,84,Adventure,Comedy,Sci-Fi,0,0,M,M
"Devil Wears Prada, The",2006,458352.0,144,3,6.9,470186.0,109,Comedy,Drama,,0,1,M,F
Pirates of the Caribbean: Dead Man&#39;s Chest,2006,383574.0,167,2,7.4,769770.0,151,Action,Adventure,Fantasy,0,0,M,M
Penelope,2006,472160.0,171,3,6.7,66463.0,104,Comedy,Fantasy,Romance,0,1,M,F
"Pursuit of Happyness, The",2006,454921.0,198,0,8.0,563057.0,117,Biography,Drama,,1,0,F,M
"Holiday, The",2006,457939.0,215,3,6.9,323838.0,136,Comedy,Romance,,1,1,F,F
Casino Royale,2006,381061.0,221,1,8.0,696044.0,144,Action,Adventure,Thriller,0,0,M,M
I Served the King of England,2006,284363.0,224,1,7.3,8199.0,113,Comedy,Drama,Romance,0,0,M,M
Brand Upon The Brain!,2006,443455.0,284,3,7.3,3728.0,95,Comedy,Drama,Fantasy,0,0,M,M
Crank,2006,479884.0,289,0,6.9,264468.0,88,Action,Crime,Thriller,0,0,M,M
Marie Antoinette,2006,422720.0,290,3,6.5,122365.0,123,Biography,Drama,History,1,1,F,F
X-Men: The Last Stand,2006,376994.0,317,3,6.6,542133.0,104,Action,Adventure,Sci-Fi,0,0,M,M
Children of Men,2006,206634.0,332,3,7.9,530502.0,109,Action,Drama,Sci-Fi,0,0,M,M
Volver,2006,441909.0,366,3,7.6,107680.0,121,Comedy,Drama,,0,0,M,M
Bandidas,2006,416496.0,370,3,5.7,37341.0,93,Action,Comedy,Crime,0,0,M,M
Starter for 10,2006,477095.0,372,2,6.7,25130.0,92,Comedy,Drama,Romance,0,0,M,M
Night at the Museum,2006,477347.0,416,3,6.5,378481.0,108,Adventure,Comedy,Family,0,0,M,M
El laberinto del fauno (Pan's Labyrinth),2006,457430.0,421,3,8.2,704392.0,118,Drama,Fantasy,War,0,0,M,M
Little Children,2006,404203.0,521,3,7.5,116979.0,137,Drama,Romance,,0,0,M,M
Once,2006,907657.0,530,2,7.8,121456.0,86,Drama,Music,Romance,0,0,M,M
Stranger Than Fiction,2006,420223.0,559,3,7.5,236727.0,113,Comedy,Drama,Fantasy,0,0,M,M
Puccini for Beginners,2006,492481.0,603,3,6.0,2506.0,82,Comedy,Romance,,1,1,F,F
Akeelah and the Bee,2006,437800.0,615,3,7.4,21696.0,112,Drama,Family,,0,0,M,M
She&#39;s the Man,2006,454945.0,627,3,6.4,176357.0,105,Comedy,Romance,Sport,0,1,M,M
Little Miss Sunshine,2006,449059.0,648,3,7.8,519424.0,101,Comedy,Drama,,1,0,M,M
Caffeine,2006,460732.0,650,3,5.4,2826.0,92,Comedy,,,0,0,M,M
Offside,2006,499537.0,653,3,7.3,8639.0,93,Comedy,Drama,Sport,0,0,M,M
"Wind That Shakes the Barley, The",2006,460989.0,725,1,7.5,54773.0,127,Drama,War,,0,0,M,M
Amazing Grace,2006,454776.0,736,1,7.4,25723.0,118,Biography,Drama,History,0,0,M,M
Das Leben Der Anderen,2006,405094.0,791,0,8.4,411604.0,137,Drama,Mystery,Thriller,0,0,M,M
Silent Hill,2006,384537.0,793,3,6.5,244653.0,125,Horror,Mystery,,0,0,M,M
Zwartboek,2006,389557.0,830,3,7.7,80668.0,145,Drama,Thriller,War,0,0,M,M
"Illusionist, The",2006,443543.0,893,0,7.5,390145.0,110,Drama,Fantasy,Mystery,0,0,M,M
Man of the Year,2006,483726.0,920,1,6.2,35230.0,115,Comedy,Drama,Romance,0,0,M,M
Inland Empire,2006,460829.0,921,3,6.8,62603.0,180,Drama,Fantasy,Mystery,0,0,M,M
Black Sheep,2006,779982.0,923,1,5.8,42154.0,87,Comedy,Horror,Sci-Fi,0,0,M,M
Still Life (Sanxia haoren),2006,859765.0,934,2,7.3,7330.0,111,Drama,,,0,0,unknown,unknown
Last Holiday,2006,408985.0,938,3,6.6,36348.0,112,Comedy,Drama,Romance,0,0,M,M
Nina&#39;s Heavenly Delights,2006,435706.0,976,3,6.3,2286.0,94,Comedy,,,1,1,F,F
For the Love of a Child,2006,479917.0,1022,3,7.1,437.0,80,Drama,,,0,1,M,M
Friends with Money,2006,436331.0,1102,3,5.8,32150.0,88,Comedy,Drama,Romance,1,1,F,F
Lucky Number Slevin,2006,425210.0,1138,1,7.7,326146.0,110,Crime,Drama,Thriller,0,0,M,M
Eragon,2006,449010.0,1147,1,5.1,130649.0,104,Action,Adventure,Family,0,0,unknown,M
Art School Confidential,2006,364955.0,1152,3,6.3,17736.0,102,Comedy,Drama,Romance,0,0,M,M
"Dead Girl, The",2006,783238.0,1189,3,6.6,16217.0,85,Crime,Drama,Mystery,1,1,F,F
300,2006,416449.0,1271,0,7.6,866382.0,117,Action,Drama,,0,1,M,M
Jackass Number Two,2006,493430.0,1302,1,7.0,80283.0,92,Action,Comedy,Documentary,0,0,M,M
"Woods, The",2006,380066.0,1347,3,5.6,12398.0,91,Horror,Mystery,,0,0,unknown,M
"Queen, The",2006,436697.0,1412,3,7.3,116103.0,103,Biography,Drama,,0,0,M,M
"Departed, The",2006,407887.0,1415,1,8.5,1426490.0,151,Crime,Drama,Thriller,0,0,M,M
Shortbus,2006,367027.0,1442,3,6.4,35469.0,101,Comedy,Drama,Romance,0,0,M,M
Fast Food Nation,2006,460792.0,1449,3,6.3,25183.0,116,Comedy,Drama,,0,0,M,M
Kidulthood,2006,435680.0,1481,3,6.7,19806.0,89,Crime,Drama,Romance,0,0,unknown,M
"Big Bad Swim, The",2006,460721.0,1489,3,6.3,1548.0,96,Comedy,Romance,Sport,0,0,M,M
Liu hao chukou (Exit No. 6),2006,934427.0,1505,3,4.6,163.0,99,Drama,Mystery,Thriller,0,0,unknown,unknown
Gray Matters,2006,375785.0,1523,3,5.7,7348.0,96,Comedy,Romance,,1,1,F,F
A Few Days in September,2006,446442.0,1542,3,5.2,1870.0,116,Drama,Thriller,,0,0,M,M
"You, Me and Dupree",2006,463034.0,1558,1,5.6,84204.0,110,Comedy,Romance,,0,0,M,M
Ice Age: The Meltdown,2006,438097.0,1581,1,6.8,297359.0,91,Adventure,Animation,Comedy,0,0,M,M
On the Trail of Igor Rizzi,2006,832958.0,1605,0,6.2,155.0,91,Comedy,Drama,,0,0,M,M
For Your Consideration,2006,470765.0,1615,3,6.3,15912.0,86,Comedy,,,0,0,M,M
Stick It,2006,430634.0,1665,3,6.4,30484.0,103,Comedy,Drama,Sport,1,1,F,F
Slither,2006,439815.0,1702,3,6.5,89100.0,95,Comedy,Horror,Sci-Fi,0,0,M,M
Mulberry Street,2006,473514.0,1719,1,5.5,6415.0,84,Horror,Sci-Fi,Thriller,0,0,M,M
Smokin&#39; Aces,2006,475394.0,1811,3,6.6,152334.0,108,Action,Comedy,Crime,0,0,M,M
Zoom,2006,383060.0,1853,3,4.4,22878.0,83,Action,Adventure,Comedy,0,0,M,M
Paprika,2006,851578.0,1864,3,7.7,97500.0,90,Animation,Drama,Fantasy,0,0,M,M
Black Christmas,2006,454082.0,1873,3,4.7,30695.0,95,Horror,,,0,0,M,M
Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),2006,808506.0,1878,3,7.7,71056.0,98,Adventure,Animation,Comedy,0,1,M,M
Perfume: The Story of a Murderer,2006,396171.0,1888,3,7.5,266323.0,147,Crime,Drama,Fantasy,0,0,M,M
Snakes on a Plane,2006,417148.0,1894,3,5.5,144821.0,105,Action,Adventure,Crime,0,0,M,M
Miss Potter,2006,482546.0,1898,3,7.0,32110.0,88,Biography,Drama,Romance,0,0,M,M
Running with Scissors,2006,439289.0,1910,3,6.1,23179.0,116,Comedy,Drama,,0,0,M,M
Southland Tales,2006,405336.0,1927,3,5.3,40702.0,145,Comedy,Drama,Mystery,0,0,M,M
"Fountain, The",2006,414993.0,1937,3,7.2,249095.0,97,Drama,Mystery,Romance,0,0,M,M
Cars,2006,317219.0,1946,1,7.2,472077.0,116,Adventure,Animation,Comedy,0,0,M,M
Tekkon kinkurito,2006,831888.0,2002,0,7.5,14591.0,111,Action,Adventure,Animation,0,0,M,unknown
Nacho Libre,2006,457510.0,2026,0,5.9,94324.0,92,Comedy,Family,Sport,0,0,M,M
"Prestige, The",2006,482571.0,2036,1,8.5,1445643.0,130,Drama,Mystery,Sci-Fi,0,0,M,M
Times and Winds,2006,855729.0,2057,3,7.3,4408.0,111,Drama,,,0,0,M,M
Inside Man,2006,454848.0,2089,3,7.6,399179.0,129,Crime,Drama,Mystery,0,0,unknown,M
"Architect, The",2006,466665.0,2117,3,5.5,1392.0,82,Crime,Drama,Romance,0,0,M,M
Hula Girls,2006,768116.0,2199,3,7.0,2273.0,108,Comedy,Drama,,0,0,unknown,unknown
I&#39;m Reed Fish,2006,464061.0,2260,2,5.7,4502.0,93,Comedy,Drama,Romance,0,0,M,M
Bonneville,2006,487195.0,2277,3,6.1,2872.0,93,Comedy,Drama,,0,0,M,M
Dreamland,2006,417614.0,2297,3,6.3,2530.0,88,Drama,,,0,0,M,M
A Guide to Recognizing Your Saints,2006,473488.0,2339,1,6.9,26861.0,100,Crime,Drama,,0,0,unknown,unknown
"Good Shepherd, The",2006,343737.0,2340,0,6.7,108707.0,167,Drama,History,Thriller,0,0,M,M
Half Nelson,2006,468489.0,2359,3,7.1,92165.0,106,Drama,,,0,1,M,M
A Scanner Darkly,2006,405296.0,2360,1,7.0,117344.0,100,Animation,Comedy,Crime,0,0,M,M
"Page Turner, The",2006,487503.0,2405,3,7.0,7387.0,85,Drama,Music,Thriller,0,0,M,M
Notes on a Scandal,2006,465551.0,2498,3,7.4,84767.0,92,Crime,Drama,Romance,0,1,M,M
A Prairie Home Companion,2006,420087.0,2525,3,6.7,23651.0,105,Comedy,Drama,Music,0,0,M,M
"Fall, The",2006,460791.0,2527,3,7.8,116893.0,117,Adventure,Drama,Fantasy,1,1,F,M
Ultraviolet,2006,370032.0,2532,1,4.3,84158.0,88,Action,Sci-Fi,,0,0,M,M
"Guardian, The",2006,406816.0,2538,1,6.9,98215.0,139,Action,Adventure,Drama,0,0,M,M
"Gigolos, The",2006,462309.0,2566,1,5.4,286.0,95,Comedy,,,0,1,M,F
Five Across the Eyes,2006,888019.0,2570,3,2.6,1748.0,95,Horror,,,0,0,M,M
"Bon Cop, Bad Cop",2006,479647.0,2572,1,6.7,13173.0,117,Action,Comedy,Crime,0,1,M,F
We Are Marshall,2006,758794.0,2579,1,7.0,64893.0,131,Drama,Sport,,0,1,unknown,F
Letters from Iwo Jima,2006,498380.0,2580,1,7.8,170372.0,141,Action,Adventure,Drama,0,1,M,F
Quinceanera,2006,451176.0,2598,3,6.9,4302.0,90,Drama,,,0,0,M,M
After the Wedding,2006,457655.0,2610,2,7.7,37192.0,120,Drama,,,1,1,F,F
Requiem,2006,454931.0,2615,3,6.9,6385.0,93,Drama,Horror,,0,0,unknown,M
Wristcutters: A Love Story,2006,477139.0,2616,1,7.2,57810.0,88,Comedy,Drama,Fantasy,0,0,M,M
Return To Halloweentown,2006,816520.0,2713,3,5.3,7658.0,88,Action,Comedy,Family,0,1,M,M
Il caimano (The Caiman),2006,429727.0,2800,3,6.7,5296.0,112,Comedy,Drama,Romance,1,1,F,F
"I&#39;m a Cyborg, But That&#39;s OK",2006,497137.0,2802,3,7.0,25958.0,107,Comedy,Drama,Romance,0,0,unknown,unknown
"Science of Sleep, The",2006,354899.0,2898,3,7.2,70942.0,105,Comedy,Drama,Fantasy,0,0,M,M
A Crime,2006,489010.0,2900,1,5.6,2140.0,103,Crime,Thriller,,0,0,M,M
"Gymnast, The",2006,473074.0,2932,3,6.3,2273.0,96,Drama,Romance,Sport,0,0,M,M
Clerks II,2006,424345.0,2941,3,7.3,140831.0,97,Comedy,,,0,0,M,M
Apart From That,2006,772154.0,2980,3,6.2,113.0,120,Drama,,,1,1,F,M
"History Boys, The",2006,464049.0,3005,1,6.8,21508.0,109,Comedy,Drama,Romance,0,0,M,M
Rainbow Song,2006,804513.0,3014,3,7.3,1496.0,118,Drama,Romance,,0,1,M,F
Warau Mikaeru,2006,461612.0,3018,3,5.1,225.0,92,Adventure,Comedy,Fantasy,0,1,M,F
Curse of the Golden Flower,2006,473444.0,3051,2,7.0,46032.0,114,Action,Drama,Romance,0,1,unknown,unknown
Paris je t&#39;aime,2006,401711.0,3054,3,7.2,74608.0,120,Comedy,Drama,Romance,1,1,M,M
I Do,2006,478724.0,3080,3,6.7,6584.0,90,Comedy,Romance,,0,0,unknown,M
"Zombie Diaries, The",2006,876294.0,3127,3,4.0,4858.0,85,Horror,Sci-Fi,,0,0,M,M
This Film Is Not Yet Rated,2006,493459.0,3168,3,7.4,28641.0,98,Documentary,,,0,0,M,M
Material Girls,2006,433412.0,3199,3,3.9,22748.0,98,Comedy,Family,Romance,1,1,F,M
Idlewild,2006,417225.0,3326,3,6.2,5770.0,121,Crime,Drama,Musical,0,0,M,M
Aquamarine,2006,429591.0,3335,3,5.4,45283.0,110,Comedy,Family,Fantasy,1,1,F,M
Take the Lead,2006,446046.0,3460,3,6.6,26685.0,118,Drama,Music,,1,1,F,F
In Paris,2006,769508.0,3465,1,6.3,4256.0,92,Drama,Romance,,0,0,M,M
John Tucker Must Die,2006,455967.0,3571,3,5.7,88301.0,89,Comedy,Romance,,1,0,F,M
"Grudge 2, The",2006,433386.0,3643,3,5.0,51523.0,102,Horror,Thriller,,0,0,M,M
Monster House,2006,385880.0,3661,3,6.6,138807.0,91,Animation,Comedy,Family,0,1,M,M
Red Road,2006,471030.0,3760,3,6.8,13666.0,113,Drama,Mystery,Thriller,1,1,F,F
Rang De Basanti,2006,405508.0,3769,3,8.1,122500.0,167,Comedy,Crime,Drama,0,1,unknown,unknown
"Ant Bully, The",2006,429589.0,3784,2,5.8,41947.0,88,Adventure,Animation,Comedy,0,0,M,M
Hogfather,2006,765458.0,3785,3,7.4,11057.0,189,Comedy,Fantasy,,0,0,M,M
Open Season,2006,400717.0,3786,1,6.1,106063.0,86,Adventure,Animation,Comedy,1,1,M,M
Flushed Away,2006,424095.0,3812,0,6.6,139092.0,85,Action,Adventure,Animation,0,0,M,M
Suburban Mayhem,2006,450506.0,3834,3,5.8,1545.0,95,Comedy,Drama,Thriller,0,1,M,F
"Host, The",2006,468492.0,3849,3,7.1,133139.0,120,Drama,Horror,Sci-Fi,0,0,unknown,unknown
Farval Falkenberg,2006,855805.0,3957,0,6.3,2958.0,91,Drama,,,0,0,M,M
Dor,2006,824316.0,3959,3,7.9,6279.0,147,Drama,,,0,0,unknown,unknown
Avenue Montaigne,2006,444112.0,3988,3,6.7,4445.0,106,Comedy,Drama,Romance,1,1,F,F
Black Dahlia,2006,387877.0,4130,1,5.6,77100.0,121,Crime,Drama,Mystery,0,0,M,M
DOA: Dead or Alive,2006,398913.0,4202,3,4.8,46372.0,87,Action,Adventure,Mystery,0,0,M,unknown
Lady in the Water,2006,452637.0,4227,2,5.5,103982.0,110,Drama,Fantasy,Mystery,0,0,unknown,unknown
Superman Returns,2006,348150.0,4288,1,6.1,291668.0,154,Action,Adventure,Sci-Fi,0,0,M,M
Fido,2006,457572.0,4293,2,6.7,30191.0,93,Comedy,Drama,Horror,0,1,M,M
Snow cake,2006,448124.0,4312,3,7.4,13293.0,112,Drama,Romance,,0,1,M,F
Loving Annabelle,2006,323120.0,4398,3,6.3,13510.0,77,Drama,Romance,,1,1,F,F
Cashback,2006,460740.0,4401,3,7.1,90923.0,102,Comedy,Drama,Romance,0,0,M,M
Half Light,2006,412798.0,4424,3,6.0,14554.0,110,Drama,Horror,Mystery,0,0,M,M
Final Destination 3,2006,414982.0,4595,3,5.8,154123.0,93,Horror,Thriller,,0,0,M,M
"Painted Veil, The",2006,446755.0,4625,3,7.4,96053.0,125,Drama,Romance,,0,0,M,M
Blood Diamond,2006,450259.0,4626,1,8.0,587673.0,143,Adventure,Drama,Thriller,0,0,M,M
When a Stranger Calls,2006,455857.0,4665,3,5.1,48759.0,87,Horror,Thriller,,0,0,M,M
Fay Grim,2006,444628.0,4690,3,6.1,4915.0,118,Action,Comedy,Thriller,0,0,M,M
Wendy Wu: Homecoming Warrior,2006,790781.0,4694,3,5.4,7474.0,91,Action,Adventure,Comedy,0,1,M,M
Arthur and the Invisibles,2006,344854.0,4729,0,6.0,41000.0,94,Adventure,Animation,Comedy,0,1,M,F
Brave Story,2006,778631.0,4802,1,6.5,1560.0,112,Adventure,Animation,Fantasy,0,1,unknown,F
London To Brighton,2006,490166.0,4819,3,6.9,8745.0,85,Crime,Drama,Thriller,0,0,M,M
Mukhsin,2006,863091.0,4830,3,7.3,487.0,95,Comedy,Drama,Family,1,1,F,F
To Have and to Hold,2006,876154.0,4848,3,5.5,211.0,90,Drama,,,0,0,M,M
"Lake House, The",2006,410297.0,4856,3,6.8,157954.0,99,Drama,Fantasy,Romance,0,1,M,M
"Break Up, The",2006,452594.0,4892,1,5.8,139191.0,106,Comedy,Drama,Romance,0,0,unknown,M
Sherrybaby,2006,423169.0,4899,3,6.6,12073.0,96,Drama,,,1,1,F,F
Poseidon,2006,409182.0,4918,2,5.7,110581.0,98,Action,Adventure,Thriller,0,0,M,M
Bordertown,2006,445935.0,4939,3,6.0,11422.0,112,Crime,Mystery,Thriller,0,0,M,M
Altered,2006,457275.0,5016,0,5.6,10952.0,88,Horror,Sci-Fi,Thriller,0,1,M,F
Dead &amp; Deader,2006,770739.0,5049,1,4.7,1605.0,89,Action,Comedy,Horror,0,0,M,M
Bug,2006,470705.0,5088,3,6.1,37948.0,102,Drama,Horror,Thriller,0,1,M,F
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,443453.0,5158,1,7.4,443427.0,84,Comedy,,,0,1,M,F
"Da Vinci Code, The",2006,382625.0,5191,1,6.6,459920.0,149,Mystery,Thriller,,0,0,M,M
Reprise,2006,827517.0,5213,1,7.3,15686.0,105,Drama,,,0,0,M,M
Candy,2006,424880.0,5233,3,7.2,47836.0,108,Drama,Romance,,0,0,M,M
High School Musical,2006,475293.0,5249,3,5.6,96816.0,98,Comedy,Drama,Family,0,0,M,M
Poultrygeist: Night of the Chicken Dead,2006,462485.0,5262,1,6.0,9213.0,103,Comedy,Horror,Musical,0,0,M,M
A fost sau n-a fost?,2006,809407.0,5287,1,7.3,8130.0,89,Comedy,Drama,,0,0,M,M
"Hello Sister, Goodbye Life",2006,476013.0,5288,3,6.2,1311.0,89,Drama,,,0,1,M,M
Apocalypto,2006,472043.0,5306,3,7.8,332087.0,139,Action,Adventure,Drama,1,1,F,F
Click,2006,389860.0,5358,3,6.4,357799.0,107,Comedy,Drama,Fantasy,0,0,M,M
"Librarian: Return to King Solomon&#39;s Mines, The",2006,455596.0,5424,1,6.1,15882.0,92,Action,Adventure,Comedy,0,0,M,M
Hollywoodland,2006,427969.0,5511,2,6.5,36015.0,126,Biography,Crime,Drama,0,0,M,M
Cow Belles,2006,489007.0,5519,3,5.2,7150.0,90,Comedy,Family,Romance,1,0,F,M
"Pink Panther, The",2006,383216.0,5552,1,5.7,92724.0,93,Adventure,Comedy,Crime,0,0,M,M
Lonely Hearts,2006,441774.0,5585,3,6.4,22409.0,108,Biography,Crime,Drama,0,0,M,M
Mission: Impossible III,2006,317919.0,5606,1,6.9,391602.0,126,Action,Adventure,Thriller,0,0,unknown,M
"Good German, The",2006,452624.0,5675,1,6.0,26100.0,105,Drama,Mystery,Romance,0,0,M,M
Kamome Diner,2006,483022.0,5704,3,7.2,2728.0,102,Comedy,Drama,,1,1,F,unknown
Dreamgirls,2006,443489.0,5815,3,6.6,77400.0,130,Drama,Music,Musical,0,0,M,M
Day Night Day Night,2006,499455.0,5834,3,6.3,2306.0,94,Crime,Drama,Thriller,1,1,F,F
Grandma&#39;s Boy,2006,456554.0,5840,3,6.9,88744.0,94,Comedy,,,0,0,unknown,M
Babel,2006,449467.0,5925,3,7.5,317530.0,143,Drama,,,0,0,M,M
Grbavica,2006,464029.0,6038,3,7.2,6893.0,90,Drama,,,0,0,unknown,unknown
5ive Girls,2006,494199.0,6137,3,4.4,3684.0,95,Horror,Thriller,,0,0,M,M
This is England,2006,480025.0,6151,3,7.7,128913.0,101,Crime,Drama,,0,0,M,M
"Unknown Woman, The",2006,494271.0,6168,3,7.4,16058.0,118,Drama,Mystery,Thriller,0,0,M,M
Accepted,2006,384793.0,6194,1,6.4,140230.0,93,Comedy,,,0,0,M,M
"Covenant, The",2006,475944.0,6352,3,5.2,52150.0,97,Adventure,Fantasy,Horror,1,0,F,unknown
Beerfest,2006,486551.0,6401,3,6.2,71504.0,110,Comedy,,,0,0,M,M
Saw III,2006,489270.0,6450,3,6.2,212985.0,108,Horror,Mystery,Thriller,0,1,M,F
U,2006,486731.0,6456,3,6.6,283.0,75,Animation,Family,Musical,0,0,M,M
Another Gay Movie,2006,443431.0,6526,3,5.0,9471.0,92,Comedy,Romance,,0,0,M,M
Madea&#39;s Family Reunion,2006,455612.0,6574,0,5.3,12053.0,107,Comedy,Drama,Romance,0,0,M,M
All The King&#39;s Men,2006,405676.0,6762,1,6.1,25640.0,128,Drama,Thriller,,0,0,M,M
Madeinusa,2006,476298.0,6869,3,6.8,1780.0,100,Drama,,,1,1,F,F
Bleach: Memories of Nobody,2006,1105263.0,6903,3,7.1,4877.0,87,Action,Adventure,Animation,0,0,M,M
"Hills Have Eyes, The",2006,454841.0,7088,3,6.4,183734.0,107,Horror,Thriller,,0,0,M,M
Pel&iacute;culas para no dormir: La habitaci&oacute;n del ni&ntilde;o,2006,430164.0,7293,3,6.8,5750.0,77,Horror,Mystery,Thriller,0,0,unknown,M
Peliculas para no dormir: Para entrar a vivir,2006,477311.0,7299,3,6.2,3004.0,68,Horror,Thriller,,0,0,M,M
Peliculas para no dormir: La culpa,2006,449144.0,7303,3,5.0,1038.0,72,Drama,Horror,Mystery,0,0,M,M
Peliculas para no dormir: Regreso a Moira,2006,460897.0,7309,1,5.7,1205.0,75,Drama,Horror,Mystery,0,0,M,M
Peliculas para no dormir: Adivina quien soy,2006,461826.0,7315,3,5.2,1064.0,73,Horror,Mystery,,0,0,M,M
Barnyard,2006,414853.0,7366,3,5.6,34667.0,90,Adventure,Animation,Comedy,0,0,M,M
Step Up,2006,462590.0,7596,3,6.5,127105.0,104,Crime,Drama,Music,1,1,F,M
Conversations with God,2006,489682.0,7624,1,6.5,2502.0,109,Adventure,Drama,,0,0,M,M
Happy Feet,2006,366548.0,7637,3,6.4,200596.0,108,Adventure,Animation,Comedy,1,1,M,M
Scary Movie 4,2006,362120.0,7679,3,5.1,129457.0,83,Comedy,,,0,0,M,M
RV,2006,449089.0,7793,3,5.6,63715.0,99,Adventure,Comedy,Family,0,0,M,M
Tenacious D in the Pick of Destiny,2006,365830.0,7812,0,6.8,115436.0,94,Adventure,Comedy,Music,0,1,M,M
Glory Road,2006,385726.0,7977,3,7.2,48918.0,118,Biography,Drama,Sport,0,1,M,M
La vie secr&egrave;te des gens heureux,2006,807965.0,8033,1,6.4,296.0,101,Drama,,,0,0,M,M
Que tan lejos,2006,951297.0,8060,3,7.0,823.0,92,Drama,,,1,1,F,F
La noche de los girasoles,2006,456111.0,8412,2,7.1,2980.0,123,Crime,Drama,Thriller,0,0,M,M
Ferfiakt,2006,830896.0,8529,1,5.6,309.0,94,Drama,Romance,,0,0,M,M
Wedding Wars,2006,823158.0,8549,2,6.0,2065.0,87,Comedy,Drama,Romance,0,0,M,M
Tales from Earthsea,2006,495596.0,8644,1,6.3,44332.0,115,Adventure,Animation,Fantasy,0,1,unknown,F
Miami Vice,2006,430357.0,8871,1,6.1,124013.0,132,Action,Crime,Drama,0,0,M,M
Behind the Mask: The Rise of Leslie Vernon,2006,437857.0,9091,1,6.7,25508.0,92,Comedy,Horror,Thriller,0,0,M,M
"Fast and the Furious: Tokyo Drift , The",2006,463985.0,9119,1,6.0,301098.0,104,Action,Crime,Thriller,0,0,M,M
Heartbreak Hotel,2006,785002.0,9188,1,5.3,1658.0,110,Comedy,Drama,Music,0,0,M,M
"Wicker Man, The",2006,450345.0,9190,1,3.8,71583.0,102,Horror,Mystery,Thriller,0,0,M,M
Away from Her,2006,491747.0,9203,3,7.5,23110.0,110,Drama,,,1,1,F,F
"Shaggy Dog, The",2006,393735.0,9237,2,4.4,20208.0,98,Comedy,Family,Fantasy,0,1,M,M
Talladega Nights: The Ballad of Ricky Bobby,2006,415306.0,9272,2,6.6,200460.0,108,Comedy,Sport,,0,0,M,M
failure to launch,2006,427229.0,9277,1,5.6,85977.0,97,Comedy,Romance,,0,0,M,M
World Trade Center,2006,469641.0,9296,2,6.0,87958.0,129,Drama,History,Thriller,0,1,M,F
Rosso come il cielo,2006,450121.0,9471,1,7.7,2086.0,96,Drama,,,0,1,M,M
Over the Hedge,2006,327084.0,9472,3,6.7,189970.0,83,Adventure,Animation,Comedy,1,1,M,M
Rocky Balboa,2006,479143.0,9724,1,7.1,231871.0,102,Action,Drama,Sport,0,0,M,M
Pledge This!,2006,417056.0,9783,3,1.7,18902.0,91,Comedy,,,0,1,M,F
Wordplay,2006,492506.0,10011,3,7.4,3784.0,94,Documentary,,,0,1,M,M
Deja Vu,2006,453467.0,10035,1,7.1,328327.0,126,Action,Crime,Sci-Fi,0,0,M,M
Outsourced,2006,425326.0,10122,1,7.0,12200.0,103,Comedy,Drama,Romance,0,0,M,M
Night of the Living Dead 3D,2006,489244.0,10209,3,3.1,3891.0,80,Horror,,,0,0,M,M
Eight Below,2006,397313.0,10268,0,7.3,68473.0,120,Adventure,Drama,Family,0,0,M,M
My Super Ex-Girlfriend,2006,465624.0,10284,3,5.2,67082.0,96,Comedy,Romance,Sci-Fi,0,0,M,M
Open Water 2: Adrift,2006,470055.0,10573,3,5.2,19988.0,94,Adventure,Drama,Horror,0,0,M,M
"Marine, The",2006,419946.0,10578,3,4.7,35918.0,92,Action,Comedy,Drama,0,1,M,F
"Last King of Scotland, The",2006,455590.0,10864,2,7.6,196394.0,123,Biography,Drama,History,0,0,M,M
Flags of Our Fathers,2006,418689.0,10888,1,7.1,129450.0,135,Action,Adventure,Drama,0,0,M,M
Return of the Living Dead: Necropolis,2006,411805.0,11094,3,3.3,5493.0,88,Action,Comedy,Horror,1,0,F,M
Venus,2006,489327.0,11223,3,7.1,13429.0,95,Comedy,Drama,Romance,0,0,M,M
Death Proof,2007,1028528.0,7,3,7.0,314679.0,127,Action,Drama,Thriller,0,0,M,M
Juno,2007,467406.0,9,3,7.4,550224.0,96,Comedy,Drama,,0,0,M,unknown
Next,2007,435705.0,11,2,6.2,166687.0,96,Action,Sci-Fi,Thriller,0,0,M,M
Outlaw,2007,758771.0,12,1,5.7,12819.0,103,Action,Crime,Drama,0,0,M,M
Ratatouille,2007,382932.0,14,1,8.1,828758.0,111,Adventure,Animation,Comedy,0,1,M,M
Rush Hour 3,2007,293564.0,16,1,6.2,183915.0,91,Action,Comedy,Crime,0,0,M,M
Resident Evil: Extinction,2007,432021.0,17,3,6.2,205908.0,94,Action,Horror,Sci-Fi,0,0,M,M
"Brave One, The",2007,476964.0,20,3,6.7,63632.0,122,Action,Crime,Drama,0,1,M,M
